sensor_id,date,reading
660,2018-09-06 00:00:00,414.805
660,2018-09-05 23:00:00,487.235
660,2018-09-05 22:00:00,543.54
660,2018-09-05 21:00:00,492.98
660,2018-09-05 20:00:00,382.587
660,2018-09-05 19:00:00,353.104
660,2018-09-05 18:00:00,356.326
660,2018-09-05 17:00:00,347.636
660,2018-09-05 16:00:00,360.246
660,2018-09-05 15:00:00,348.18
660,2018-09-05 14:00:00,352.302
660,2018-09-05 13:00:00,374.995
660,2018-09-05 11:00:00,415.242
660,2018-09-05 10:00:00,438.778
660,2018-09-05 09:00:00,437.295
660,2018-09-05 08:00:00,464.891
660,2018-09-05 07:00:00,451.928
660,2018-09-05 06:00:00,399.826
660,2018-09-05 05:00:00,388.587
660,2018-09-05 04:00:00,368.906
660,2018-09-05 03:00:00,345.421
660,2018-09-05 02:00:00,343.752
660,2018-09-05 01:00:00,348.702
14395,2018-09-07 12:00:00,29.1513
14395,2018-09-07 11:00:00,34.7595
14395,2018-09-07 10:00:00,39.2602
14395,2018-09-07 09:00:00,39.7303
14395,2018-09-07 08:00:00,44.4706
14395,2018-09-07 07:00:00,38.1425
14395,2018-09-07 06:00:00,30.8364
14395,2018-09-07 05:00:00,26.3211
14395,2018-09-07 04:00:00,26.4981
14395,2018-09-07 03:00:00,28.7901
14395,2018-09-07 02:00:00,26.0997
14395,2018-09-07 01:00:00,29.636
14395,2018-09-07 00:00:00,29.2724
14395,2018-09-06 23:00:00,30.768
14395,2018-09-06 22:00:00,31.6071
14395,2018-09-06 21:00:00,27.2471
14395,2018-09-06 20:00:00,21.869
14395,2018-09-06 19:00:00,21.8692
14395,2018-09-06 18:00:00,19.2348
14395,2018-09-06 17:00:00,14.6722
14395,2018-09-06 16:00:00,18.1912
14395,2018-09-06 15:00:00,21.4888
14395,2018-09-06 14:00:00,17.8389
14395,2018-09-06 13:00:00,18.2536
14395,2018-09-06 12:00:00,19.7119
14395,2018-09-06 11:00:00,26.3208
14395,2018-09-06 10:00:00,28.5042
14395,2018-09-06 09:00:00,38.101
14395,2018-09-06 08:00:00,25.6237
14395,2018-09-06 07:00:00,34.2242
14395,2018-09-06 06:00:00,22.5914
14395,2018-09-06 05:00:00,19.0426
14395,2018-09-06 04:00:00,14.415
14395,2018-09-06 03:00:00,15.1237
14395,2018-09-06 02:00:00,14.9067
14395,2018-09-06 01:00:00,19.6891
14395,2018-09-06 00:00:00,21.3201
14395,2018-09-05 23:00:00,23.2336
14395,2018-09-05 22:00:00,27.3344
14395,2018-09-05 21:00:00,29.7979
14395,2018-09-05 20:00:00,17.2843
14395,2018-09-05 19:00:00,15.1618
14395,2018-09-05 18:00:00,15.8352
14395,2018-09-05 17:00:00,19.3968
14395,2018-09-05 16:00:00,18.3718
14395,2018-09-05 15:00:00,15.9603
14395,2018-09-05 14:00:00,19.6166
14395,2018-09-05 13:00:00,20.7001
14395,2018-09-05 12:00:00,68.2779
14395,2018-09-05 11:00:00,31.4079
14395,2018-09-05 10:00:00,25.7791
14395,2018-09-05 09:00:00,25.7275
14395,2018-09-05 08:00:00,28.1309
14395,2018-09-05 07:00:00,27.7219
14395,2018-09-05 06:00:00,26.3646
14395,2018-09-05 05:00:00,23.5124
14395,2018-09-05 04:00:00,14.9585
14395,2018-09-05 03:00:00,20.6111
14395,2018-09-05 02:00:00,15.2757
14395,2018-09-05 01:00:00,17.2506
658,2018-09-07 13:00:00,0.00027
658,2018-09-07 12:00:00,0.00195
658,2018-09-07 11:00:00,0.00171
658,2018-09-07 10:00:00,0.00159
658,2018-09-07 09:00:00,0.00381
658,2018-09-07 08:00:00,0.02187
658,2018-09-07 07:00:00,0.03301
658,2018-09-07 06:00:00,0.03995
658,2018-09-07 05:00:00,0.01696
658,2018-09-07 04:00:00,0.00607
658,2018-09-07 03:00:00,0.00387
658,2018-09-07 02:00:00,0.00384
658,2018-09-07 01:00:00,0.00517
658,2018-09-07 00:00:00,0.0059
658,2018-09-06 23:00:00,0.01848
658,2018-09-06 22:00:00,0.00483
658,2018-09-06 21:00:00,0.00381
658,2018-09-06 20:00:00,0.00078
658,2018-09-06 19:00:00,0.00035
658,2018-09-06 18:00:00,0.00013
658,2018-09-06 17:00:00,0.00028
658,2018-09-06 16:00:00,0.00041
658,2018-09-06 15:00:00,0.00017
658,2018-09-06 14:00:00,8e-05
658,2018-09-06 13:00:00,0.00024
658,2018-09-06 12:00:00,0.00081
658,2018-09-06 11:00:00,0.02859
658,2018-09-06 10:00:00,0.00393
658,2018-09-06 09:00:00,0.00399
658,2018-09-06 08:00:00,0.00306
658,2018-09-06 07:00:00,0.00348
658,2018-09-06 06:00:00,0.00288
658,2018-09-06 05:00:00,0.00348
658,2018-09-06 04:00:00,0.00385
658,2018-09-06 03:00:00,0.00193
658,2018-09-06 02:00:00,0.00068
658,2018-09-06 01:00:00,0.00471
658,2018-09-06 00:00:00,0.00151
658,2018-09-05 23:00:00,0.0059
658,2018-09-05 22:00:00,0.00406
658,2018-09-05 21:00:00,0.00317
658,2018-09-05 20:00:00,0.00033
658,2018-09-05 19:00:00,0.00027
658,2018-09-05 18:00:00,0.00027
658,2018-09-05 17:00:00,0.00458
658,2018-09-05 16:00:00,0.00476
658,2018-09-05 15:00:00,0.00458
658,2018-09-05 14:00:00,0.0043
658,2018-09-05 13:00:00,0.00018
658,2018-09-05 11:00:00,0.04211
658,2018-09-05 10:00:00,0.04131
658,2018-09-05 09:00:00,0.00087
658,2018-09-05 08:00:00,0.00246
658,2018-09-05 07:00:00,0.00241
658,2018-09-05 06:00:00,0.0021
658,2018-09-05 05:00:00,0.00249
658,2018-09-05 04:00:00,0.00087
658,2018-09-05 03:00:00,0.00054
658,2018-09-05 02:00:00,0.00083
658,2018-09-05 01:00:00,0.03086
665,2018-09-07 13:00:00,9.22221
665,2018-09-07 12:00:00,15.2429
665,2018-09-07 11:00:00,23.8182
665,2018-09-07 10:00:00,23.5829
665,2018-09-07 09:00:00,28.5398
665,2018-09-07 08:00:00,36.5452
665,2018-09-07 07:00:00,30.1995
665,2018-09-07 06:00:00,27.3538
665,2018-09-07 05:00:00,22.1266
665,2018-09-07 04:00:00,29.4241
665,2018-09-07 03:00:00,18.3552
665,2018-09-07 02:00:00,15.5557
665,2018-09-07 01:00:00,13.7526
665,2018-09-07 00:00:00,16.3099
665,2018-09-06 23:00:00,25.9347
665,2018-09-06 22:00:00,41.6619
665,2018-09-06 21:00:00,35.398
665,2018-09-06 20:00:00,27.3087
665,2018-09-06 19:00:00,13.3139
665,2018-09-06 18:00:00,10.1522
665,2018-09-06 17:00:00,7.776
665,2018-09-06 16:00:00,9.38102
665,2018-09-06 15:00:00,5.98987
665,2018-09-06 14:00:00,6.35103
665,2018-09-06 13:00:00,6.88851
665,2018-09-06 12:00:00,12.0796
665,2018-09-06 11:00:00,22.8978
665,2018-09-06 10:00:00,41.0198
665,2018-09-06 09:00:00,50.4816
665,2018-09-06 08:00:00,40.5955
665,2018-09-06 07:00:00,45.1349
665,2018-09-06 06:00:00,35.5733
665,2018-09-06 05:00:00,36.3232
665,2018-09-06 04:00:00,24.6744
665,2018-09-06 03:00:00,25.7419
665,2018-09-06 02:00:00,21.1249
665,2018-09-06 01:00:00,34.5217
665,2018-09-06 00:00:00,40.2014
665,2018-09-05 23:00:00,67.9111
665,2018-09-05 22:00:00,81.3354
665,2018-09-05 21:00:00,64.1115
665,2018-09-05 20:00:00,23.9276
665,2018-09-05 19:00:00,14.3177
665,2018-09-05 18:00:00,13.8572
665,2018-09-05 17:00:00,14.8573
665,2018-09-05 16:00:00,11.8093
665,2018-09-05 15:00:00,9.46706
665,2018-09-05 14:00:00,7.45946
665,2018-09-05 13:00:00,7.34527
665,2018-09-05 11:00:00,20.2077
665,2018-09-05 10:00:00,26.3622
665,2018-09-05 09:00:00,30.3286
665,2018-09-05 08:00:00,36.1511
665,2018-09-05 07:00:00,47.4803
665,2018-09-05 06:00:00,39.1328
665,2018-09-05 05:00:00,27.605
665,2018-09-05 04:00:00,17.6069
665,2018-09-05 03:00:00,20.8334
665,2018-09-05 02:00:00,21.3751
665,2018-09-05 01:00:00,23.0667
670,2018-09-07 12:00:00,15.9422
670,2018-09-07 11:00:00,19.4025
670,2018-09-07 10:00:00,24.1237
670,2018-09-07 09:00:00,26.5152
670,2018-09-07 08:00:00,24.5652
670,2018-09-07 07:00:00,23.6842
670,2018-09-07 06:00:00,18.7384
670,2018-09-07 05:00:00,18.9171
670,2018-09-07 04:00:00,18.6453
670,2018-09-07 03:00:00,18.6346
670,2018-09-07 02:00:00,23.101
670,2018-09-07 01:00:00,18.3846
670,2018-09-07 00:00:00,16.9999
670,2018-09-06 23:00:00,19.1384
670,2018-09-06 22:00:00,22.4068
670,2018-09-06 21:00:00,17.5361
670,2018-09-06 20:00:00,12.9376
670,2018-09-06 19:00:00,10.0277
670,2018-09-06 18:00:00,10.0864
670,2018-09-06 17:00:00,9.33011
670,2018-09-06 16:00:00,7.57445
670,2018-09-06 15:00:00,7.30073
670,2018-09-06 14:00:00,8.92144
670,2018-09-06 13:00:00,8.59774
670,2018-09-06 12:00:00,10.0604
670,2018-09-06 11:00:00,11.1459
670,2018-09-06 10:00:00,10.8142
670,2018-09-06 09:00:00,17.1172
670,2018-09-06 08:00:00,16.9595
670,2018-09-06 07:00:00,16.2642
670,2018-09-06 06:00:00,12.5036
670,2018-09-06 05:00:00,17.3823
670,2018-09-06 04:00:00,12.2994
670,2018-09-06 03:00:00,12.7538
670,2018-09-06 02:00:00,11.4363
670,2018-09-06 01:00:00,13.5293
670,2018-09-06 00:00:00,14.4064
670,2018-09-05 23:00:00,15.9487
670,2018-09-05 22:00:00,17.9002
670,2018-09-05 21:00:00,17.3839
670,2018-09-05 20:00:00,9.2533
670,2018-09-05 19:00:00,9.67686
670,2018-09-05 18:00:00,10.1445
670,2018-09-05 17:00:00,11.991
670,2018-09-05 16:00:00,10.563
670,2018-09-05 15:00:00,8.57618
670,2018-09-05 14:00:00,7.28135
670,2018-09-05 13:00:00,8.08326
670,2018-09-05 12:00:00,12.6335
670,2018-09-05 11:00:00,11.4857
670,2018-09-05 10:00:00,15.7866
670,2018-09-05 09:00:00,19.2528
670,2018-09-05 08:00:00,17.5534
670,2018-09-05 07:00:00,17.6228
670,2018-09-05 06:00:00,13.7639
670,2018-09-05 05:00:00,12.534
670,2018-09-05 04:00:00,11.2191
670,2018-09-05 03:00:00,13.8331
670,2018-09-05 02:00:00,12.7557
670,2018-09-05 01:00:00,14.2346
667,2018-09-07 13:00:00,112.738
667,2018-09-07 12:00:00,90.4152
667,2018-09-07 11:00:00,64.3853
667,2018-09-07 10:00:00,46.7418
667,2018-09-07 09:00:00,39.0386
667,2018-09-07 08:00:00,22.8627
667,2018-09-07 07:00:00,28.6476
667,2018-09-07 06:00:00,28.7488
667,2018-09-07 05:00:00,38.4153
667,2018-09-07 04:00:00,23.1335
667,2018-09-07 03:00:00,39.4405
667,2018-09-07 02:00:00,53.9385
667,2018-09-07 01:00:00,65.7594
667,2018-09-07 00:00:00,72.0567
667,2018-09-06 23:00:00,69.2123
667,2018-09-06 22:00:00,52.1157
667,2018-09-06 21:00:00,63.9969
667,2018-09-06 20:00:00,78.0062
667,2018-09-06 19:00:00,95.0393
667,2018-09-06 18:00:00,99.6442
667,2018-09-06 17:00:00,109.798
667,2018-09-06 16:00:00,100.853
667,2018-09-06 15:00:00,109.901
667,2018-09-06 14:00:00,103.783
667,2018-09-06 13:00:00,97.2558
667,2018-09-06 12:00:00,86.6315
667,2018-09-06 11:00:00,57.262
667,2018-09-06 10:00:00,31.8314
667,2018-09-06 09:00:00,9.14301
667,2018-09-06 08:00:00,7.4181
667,2018-09-06 07:00:00,4.01433
667,2018-09-06 06:00:00,14.7399
667,2018-09-06 05:00:00,15.8108
667,2018-09-06 04:00:00,26.4118
667,2018-09-06 03:00:00,28.5896
667,2018-09-06 02:00:00,46.0304
667,2018-09-06 01:00:00,36.7059
667,2018-09-06 00:00:00,34.7482
667,2018-09-05 23:00:00,16.4614
667,2018-09-05 22:00:00,6.76304
667,2018-09-05 21:00:00,29.1549
667,2018-09-05 20:00:00,76.5684
667,2018-09-05 19:00:00,92.6611
667,2018-09-05 18:00:00,94.9295
667,2018-09-05 17:00:00,91.4011
667,2018-09-05 16:00:00,94.0201
667,2018-09-05 15:00:00,94.6917
667,2018-09-05 14:00:00,93.9356
667,2018-09-05 13:00:00,86.8843
667,2018-09-05 11:00:00,47.6843
667,2018-09-05 10:00:00,30.1878
667,2018-09-05 09:00:00,20.4276
667,2018-09-05 08:00:00,11.3497
667,2018-09-05 07:00:00,3.66741
667,2018-09-05 06:00:00,13.4068
667,2018-09-05 05:00:00,23.34
667,2018-09-05 04:00:00,37.6478
667,2018-09-05 03:00:00,47.0707
667,2018-09-05 02:00:00,52.3829
667,2018-09-05 01:00:00,54.634
672,2018-09-07 12:00:00,7.33898
672,2018-09-07 11:00:00,13.8692
672,2018-09-07 10:00:00,5.60648
672,2018-09-07 09:00:00,4.54401
672,2018-09-07 08:00:00,2.14594
672,2018-09-07 07:00:00,1.80799
672,2018-09-07 06:00:00,1.88082
672,2018-09-07 05:00:00,1.73593
672,2018-09-07 04:00:00,1.5685
672,2018-09-07 03:00:00,1.81237
672,2018-09-07 02:00:00,1.74236
672,2018-09-07 01:00:00,1.92961
672,2018-09-07 00:00:00,1.98982
672,2018-09-06 23:00:00,1.95739
672,2018-09-06 22:00:00,1.77718
672,2018-09-06 21:00:00,1.6966
672,2018-09-06 20:00:00,1.55952
672,2018-09-06 19:00:00,1.67153
672,2018-09-06 18:00:00,1.62849
672,2018-09-06 17:00:00,1.64968
672,2018-09-06 16:00:00,1.69599
672,2018-09-06 15:00:00,1.83208
672,2018-09-06 14:00:00,1.79813
672,2018-09-06 13:00:00,1.96291
672,2018-09-06 12:00:00,2.25857
672,2018-09-06 11:00:00,2.49752
672,2018-09-06 10:00:00,2.55398
672,2018-09-06 09:00:00,2.6037
672,2018-09-06 08:00:00,2.04407
672,2018-09-06 07:00:00,1.80861
672,2018-09-06 06:00:00,1.51528
672,2018-09-06 05:00:00,1.46771
672,2018-09-06 04:00:00,1.61334
672,2018-09-06 03:00:00,1.60705
672,2018-09-06 02:00:00,1.67712
672,2018-09-06 01:00:00,1.45352
672,2018-09-06 00:00:00,1.53589
672,2018-09-05 23:00:00,1.90302
672,2018-09-05 22:00:00,1.79756
672,2018-09-05 21:00:00,1.55738
672,2018-09-05 20:00:00,1.40698
672,2018-09-05 19:00:00,1.43568
672,2018-09-05 18:00:00,1.44477
672,2018-09-05 17:00:00,1.26842
672,2018-09-05 16:00:00,1.5559
672,2018-09-05 15:00:00,1.8109
672,2018-09-05 14:00:00,2.52166
672,2018-09-05 13:00:00,3.18003
672,2018-09-05 11:00:00,3.41385
672,2018-09-05 10:00:00,3.56513
672,2018-09-05 08:00:00,1.86464
672,2018-09-05 07:00:00,1.97458
672,2018-09-05 06:00:00,1.73209
672,2018-09-05 05:00:00,1.5769
672,2018-09-05 04:00:00,1.8199
672,2018-09-05 03:00:00,1.68574
672,2018-09-05 02:00:00,1.64136
672,2018-09-05 01:00:00,1.68037
737,2018-09-07 13:00:00,462.659
737,2018-09-07 12:00:00,507.713
737,2018-09-07 11:00:00,548.142
737,2018-09-07 10:00:00,635.342
737,2018-09-07 09:00:00,641.381
737,2018-09-07 08:00:00,715.849
737,2018-09-07 07:00:00,965.056
737,2018-09-07 06:00:00,612.793
737,2018-09-07 05:00:00,378.376
737,2018-09-07 04:00:00,334.109
737,2018-09-07 03:00:00,381.086
737,2018-09-07 02:00:00,339.252
737,2018-09-07 01:00:00,399.842
737,2018-09-07 00:00:00,395.576
737,2018-09-06 23:00:00,592.373
737,2018-09-06 22:00:00,747.472
737,2018-09-06 21:00:00,1092.63
737,2018-09-06 20:00:00,921.994
737,2018-09-06 19:00:00,713.403
737,2018-09-06 18:00:00,628.979
737,2018-09-06 17:00:00,537.515
737,2018-09-06 16:00:00,504.88
737,2018-09-06 15:00:00,542.403
737,2018-09-06 13:00:00,546.593
737,2018-09-06 12:00:00,610.367
737,2018-09-06 11:00:00,668.039
737,2018-09-06 10:00:00,704.846
737,2018-09-06 09:00:00,896.707
737,2018-09-06 08:00:00,995.562
737,2018-09-06 07:00:00,898.622
737,2018-09-06 06:00:00,567.087
737,2018-09-06 05:00:00,425.679
737,2018-09-06 04:00:00,482.126
737,2018-09-06 03:00:00,594.169
737,2018-09-06 02:00:00,628.173
737,2018-09-06 01:00:00,810.806
737,2018-09-06 00:00:00,847.929
737,2018-09-05 23:00:00,969.107
737,2018-09-05 22:00:00,937.539
737,2018-09-05 21:00:00,1070.22
737,2018-09-05 20:00:00,713.817
737,2018-09-05 19:00:00,691.606
737,2018-09-05 18:00:00,651.138
737,2018-09-05 17:00:00,608.888
737,2018-09-05 16:00:00,583.878
737,2018-09-05 14:00:00,592.829
737,2018-09-05 13:00:00,574.378
737,2018-09-05 12:00:00,649.72
737,2018-09-05 11:00:00,652.943
737,2018-09-05 10:00:00,675.598
737,2018-09-05 09:00:00,918.532
737,2018-09-05 08:00:00,903.632
737,2018-09-05 07:00:00,844.236
737,2018-09-05 06:00:00,561.206
737,2018-09-05 05:00:00,448.921
737,2018-09-05 04:00:00,488.281
737,2018-09-05 03:00:00,496.078
737,2018-09-05 02:00:00,472.711
737,2018-09-05 01:00:00,456.268
740,2018-09-07 13:00:00,52.9178
740,2018-09-07 12:00:00,55.358
740,2018-09-07 11:00:00,55.8001
740,2018-09-07 10:00:00,62.4072
740,2018-09-07 09:00:00,54.8521
740,2018-09-07 08:00:00,64.7228
740,2018-09-07 07:00:00,79.5985
740,2018-09-07 06:00:00,62.1538
740,2018-09-07 05:00:00,44.5655
740,2018-09-07 04:00:00,32.3388
740,2018-09-07 03:00:00,44.9479
740,2018-09-07 02:00:00,39.2794
740,2018-09-07 01:00:00,40.2189
740,2018-09-07 00:00:00,50.1905
740,2018-09-06 23:00:00,63.7817
740,2018-09-06 22:00:00,86.8138
740,2018-09-06 21:00:00,111.888
740,2018-09-06 20:00:00,117.262
740,2018-09-06 19:00:00,99.2785
740,2018-09-06 18:00:00,90.0919
740,2018-09-06 17:00:00,66.8685
740,2018-09-06 16:00:00,72.8653
740,2018-09-06 15:00:00,61.0247
740,2018-09-06 13:00:00,47.963
740,2018-09-06 12:00:00,59.1637
740,2018-09-06 11:00:00,52.1838
740,2018-09-06 10:00:00,58.7574
740,2018-09-06 09:00:00,70.6609
740,2018-09-06 08:00:00,71.5364
740,2018-09-06 07:00:00,69.4152
740,2018-09-06 06:00:00,48.8378
740,2018-09-06 05:00:00,35.6769
740,2018-09-06 04:00:00,48.2217
740,2018-09-06 03:00:00,58.7117
740,2018-09-06 02:00:00,61.3768
740,2018-09-06 01:00:00,71.9703
740,2018-09-06 00:00:00,84.3856
740,2018-09-05 23:00:00,90.0264
740,2018-09-05 22:00:00,91.7664
740,2018-09-05 21:00:00,107.956
740,2018-09-05 20:00:00,78.4812
740,2018-09-05 19:00:00,65.2374
740,2018-09-05 18:00:00,57.7913
740,2018-09-05 17:00:00,54.4803
740,2018-09-05 16:00:00,55.158
740,2018-09-05 14:00:00,57.2224
740,2018-09-05 13:00:00,45.1269
740,2018-09-05 12:00:00,50.9028
740,2018-09-05 11:00:00,50.6935
740,2018-09-05 10:00:00,57.6149
740,2018-09-05 09:00:00,69.9968
740,2018-09-05 08:00:00,67.6078
740,2018-09-05 07:00:00,67.321
740,2018-09-05 06:00:00,42.175
740,2018-09-05 05:00:00,37.2282
740,2018-09-05 04:00:00,40.8339
740,2018-09-05 03:00:00,42.6036
740,2018-09-05 02:00:00,32.812
740,2018-09-05 01:00:00,25.9366
744,2018-09-07 12:00:00,17.8831
744,2018-09-07 11:00:00,30.6761
744,2018-09-07 10:00:00,30.9675
744,2018-09-07 09:00:00,66.5572
744,2018-09-07 08:00:00,28.2627
744,2018-09-07 07:00:00,35.4173
744,2018-09-07 06:00:00,30.3349
744,2018-09-07 05:00:00,24.9923
744,2018-09-07 04:00:00,20.9762
744,2018-09-07 03:00:00,20.5617
744,2018-09-07 02:00:00,16.9361
744,2018-09-07 01:00:00,20.2305
744,2018-09-07 00:00:00,21.5145
744,2018-09-06 23:00:00,22.1821
744,2018-09-06 22:00:00,21.7954
744,2018-09-06 21:00:00,22.7226
744,2018-09-06 20:00:00,21.7911
744,2018-09-06 19:00:00,15.8692
744,2018-09-06 18:00:00,18.1212
744,2018-09-06 17:00:00,13.9963
744,2018-09-06 16:00:00,10.2302
744,2018-09-06 15:00:00,14.1582
744,2018-09-06 14:00:00,11.5751
744,2018-09-06 13:00:00,6.61117
744,2018-09-06 12:00:00,10.6922
744,2018-09-06 11:00:00,15.5999
744,2018-09-06 10:00:00,20.9284
744,2018-09-06 09:00:00,25.5214
744,2018-09-06 08:00:00,31.9099
744,2018-09-06 07:00:00,21.4827
744,2018-09-06 06:00:00,18.4565
744,2018-09-06 05:00:00,12.2113
744,2018-09-06 04:00:00,12.6791
744,2018-09-06 03:00:00,11.836
744,2018-09-06 02:00:00,17.3333
744,2018-09-06 01:00:00,16.517
744,2018-09-06 00:00:00,21.1932
744,2018-09-05 23:00:00,23.0126
744,2018-09-05 22:00:00,20.3129
744,2018-09-05 21:00:00,16.4166
744,2018-09-05 20:00:00,13.7589
744,2018-09-05 19:00:00,8.83601
744,2018-09-05 18:00:00,11.4745
744,2018-09-05 17:00:00,10.8011
744,2018-09-05 16:00:00,7.72938
744,2018-09-05 15:00:00,8.62145
